"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID"
"107985721",6.1590952499347,1.69811042101618,0.255489797170876,6.64649015271812,0.00314336054182779,0.0446260588249018,"107985721"
"54587",908.874948597831,-1.59354891090155,0.199752313697095,-7.97762429584674,0.00148210892656728,0.0234430723299265,"54587"
"105378589",39.6522398672194,2.21825319055351,0.377660368434448,5.87367215614668,0.000628126599448258,0.0112881771589606,"105378589"
"7161",137.865724654279,-1.98453439047196,0.321674047082806,-6.16939541274556,0.00110425434486822,0.0183141757835059,"7161"
"80045",45.6848958666219,-1.89787014082143,0.287299056685893,-6.6059045327684,0.000888388143199655,0.0152511726386595,"80045"
"106614088",117.099262619226,-1.64270460654372,0.234506243910712,-7.00495039769253,0.0030656876362888,0.0436475527394908,"106614088"
"102724571",12.0972594007966,-1.84919760541316,0.295134165483709,-6.26561686744204,0.00200529656314631,0.03037044169467,"102724571"
"101929074",9.81211744191257,-2.94606093543758,0.366069224522779,-8.04782466834837,5.30071877026819e-08,3.01187082017243e-06,"101929074"
"57540",598.64348597082,1.78135848864255,0.256523860367291,6.94422143067705,0.00115973748596448,0.0190947140923419,"57540"
"374946",488.94479163829,-2.76954501139016,0.278939852719189,-9.92882510115283,1.12066272384295e-10,1.17452987325792e-08,"374946"
"57085",411.535964214909,-1.48622351561014,0.137005898499722,-10.8478797766007,0.0001934043826187,0.00419867617061868,"57085"
"5351",2339.69225720547,-2.00880031665285,0.158750854465803,-12.6537921538279,1.04475686269258e-10,1.10895383757462e-08,"5351"
"10630",1800.54742134163,-4.82487952112228,0.327490136932704,-14.7329002525464,8.12446598813549e-32,2.89509542297217e-28,"10630"
"107984919",2.74721639921003,-3.33849333021244,0.477536644510761,-6.99107255660503,4.86572943481985e-07,2.25596198925922e-05,"107984919"
"101927417",13.0544829306909,-1.82737220635699,0.295327632540015,-6.18760997960256,0.00254296596421385,0.0374007918698999,"101927417"
"54751",373.794967371778,-3.13511173768887,0.26467581293579,-11.8451010045615,3.60545397568484e-16,1.2475965878518e-13,"54751"
"4237",96.2324928115075,-2.71487979833274,0.395518614090931,-6.86410121195606,7.26236631102878e-06,0.000238358506924082,"4237"
"105376806",20.2920283630844,-3.14086533779722,0.424290000681237,-7.4026381313589,2.25861564185548e-07,1.13130338494866e-05,"105376806"
"5320",348.555618955473,-7.76577646901291,0.726048400787255,-10.6959487282011,5.89260244390588e-21,4.7414540438964e-18,"5320"
