"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID"
"102725121",5.62795067860648,-1.6133680539454,0.526942909455548,-3.06175114038897,0.0022004631368915,0.005381483531275,"102725121"
"107985721",6.1590952499347,1.74960880808272,0.292772879627912,5.97599344005605,2.2869220263648e-09,1.93046364408997e-08,"107985721"
"107985728",44.0832157352595,1.55113810310394,0.380275136028785,4.07898901648548,4.52319736272216e-05,0.000156675963867234,"107985728"
"9636",792.64584165321,-2.11463369257792,0.34439070222422,-6.1402171397797,8.24087543930576e-10,7.57713618626091e-09,"9636"
"54587",908.874948597831,-1.67165968582455,0.233920758588857,-7.14626481167788,8.91709622246209e-13,1.51385506369431e-11,"54587"
"643965",116.494753206109,1.6481109119556,0.483325395252478,3.40994064897968,0.000649770179522135,0.0017727556099347,"643965"
"105378589",39.6522398672194,2.55053058968025,0.440559697897938,5.78929621081934,7.06819545619999e-09,5.36302269086695e-08,"105378589"
"2563",398.073408792963,2.28289107463319,0.4049564901987,5.63737371763827,1.72663134812741e-08,1.20379643754412e-07,"2563"
"388585",139.004829604438,1.73739868543619,0.430997336800574,4.03111234592174,5.55134987354873e-05,0.000188337575753224,"388585"
"8764",367.029725417945,-1.55430664484697,0.224769987545092,-6.91509868298212,4.67537794722363e-12,6.84449144992622e-11,"8764"
"440556",108.116668969468,1.81397390852779,0.355927844893775,5.09646529360231,3.46053970440857e-07,1.84787959699979e-06,"440556"
"26038",861.144997286774,2.11661888106966,0.459675963311818,4.60458899312485,4.13281260168319e-06,1.7585303340925e-05,"26038"
"10911",16.6840801635059,-1.70901100989395,0.416592339892051,-4.10235821987699,4.08960456887538e-05,0.000143019314065813,"10911"
"6518",988.41098299746,-1.6374297434982,0.268790025059115,-6.09185457361402,1.11610053807344e-09,9.98758726866576e-09,"6518"
"80045",45.6848958666219,-1.73224248339281,0.335443754734643,-5.16403259545887,2.41685582094822e-07,1.33253672290118e-06,"80045"
"106614088",117.099262619226,-1.74603959011009,0.274574625633945,-6.35907118539738,2.02977332154442e-10,2.10458975967738e-09,"106614088"
"102724571",12.0972594007966,-1.84629136104085,0.345622481047125,-5.34193075475642,9.19617858442272e-08,5.56159346927777e-07,"102724571"
"101929074",9.81211744191257,-2.28281444125347,0.410836960642648,-5.55649724816043,2.75242058031657e-08,1.84219090961065e-07,"101929074"
"57540",598.64348597082,1.70158597864549,0.300279928124363,5.666665731786,1.45602995547222e-08,1.03088892897034e-07,"57540"
"26232",894.872030146479,1.70339990258879,0.365585481857522,4.65937513145735,3.17170727154505e-06,1.37975864871027e-05,"26232"
"374946",488.94479163829,-3.19921810794726,0.327030892013481,-9.78261744097063,1.33707195238958e-22,1.59003836158101e-20,"374946"
"57085",411.535964214909,-1.5678747519185,0.160479522743106,-9.76993653220381,1.51546977986699e-22,1.78327787828258e-20,"57085"
"5351",2339.69225720547,-2.05967474589603,0.185849000427793,-11.0825172110424,1.52523137744047e-28,5.97986026917755e-26,"5351"
"7133",787.372447813315,-1.81788335515147,0.227204342592694,-8.00109423265016,1.23318365068371e-15,3.62755500151883e-14,"7133"
"93190",55.5059610735144,-2.20091910604443,0.608413672577198,-3.61747147581594,0.00029749510396388,0.000871439078760411,"93190"
"10630",1800.54742134163,-5.33971055304604,0.38377907749242,-13.913500933754,5.24480654730421e-44,4.38675619616524e-40,"10630"
