"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID"
"102725121",5.62795067860648,-1.92859222899129,0.458369793729149,-4.20750288386345,2.58208109250426e-05,8.11797754330497e-05,"102725121"
"107985721",6.1590952499347,1.69802311594496,0.256503083581984,6.6198935787929,3.59457555406474e-11,3.10375395053656e-10,"107985721"
"100130417",55.0796195028223,1.57512223156787,0.303518669788602,5.18953984828981,2.10814387981297e-07,9.52594025432505e-07,"100130417"
"107985728",44.0832157352595,1.67944307764347,0.325795916748166,5.15489296000493,2.53775849684652e-07,1.13123887374086e-06,"107985728"
"9636",792.64584165321,-1.66320503778981,0.294498384401913,-5.64758628869071,1.62716170313783e-08,8.906793511155e-08,"9636"
"7293",37.0313944617468,-1.50998506466555,0.270891621111477,-5.57412982531549,2.48770170341862e-08,1.31746329975053e-07,"7293"
"54587",908.874948597831,-1.59354944674546,0.2000923100228,-7.96407141565752,1.66469098967487e-15,2.985734547028e-14,"54587"
"105378589",39.6522398672194,2.21823187004965,0.378063269857673,5.86735619909528,4.42798747134899e-09,2.68439385433894e-08,"105378589"
"2563",398.073408792963,1.91962735244833,0.346530850908792,5.53955686027383,3.03237979977214e-08,1.58253897537193e-07,"2563"
"388585",139.004829604438,1.75304491796254,0.368943506587623,4.7515266881278,2.01886506120875e-06,7.77788455640259e-06,"388585"
"7161",137.865724654279,-1.98453872886521,0.321937416950022,-6.16436184295189,7.07679522734347e-10,4.9435118553592e-09,"7161"
"26038",861.144997286774,1.74948701491186,0.393281161946038,4.44843837994943,8.6496855504903e-06,2.96459376906027e-05,"26038"
"54626",6.84354860857769,-1.7149365281905,0.47202897678236,-3.63311705963597,0.000280017903528878,0.000737659762241114,"54626"
"10911",16.6840801635059,-1.66000895746256,0.356035453674419,-4.66248217791415,3.12418149813592e-06,1.1605027705585e-05,"10911"
"80045",45.6848958666219,-1.89788651319065,0.287591347146372,-6.5992476200082,4.132495916078e-11,3.53899616130475e-10,"80045"
"106614088",117.099262619226,-1.64270340404243,0.234719784182716,-6.99857240309864,2.58583722915508e-12,2.72965198796631e-11,"106614088"
"102724571",12.0972594007966,-1.84915489852761,0.295784249157398,-6.25170171770574,4.06004264921353e-10,2.96061000157123e-09,"102724571"
"101929074",9.81211744191257,-2.94622188073981,0.366930235623456,-8.02937887016545,9.79673824725784e-16,1.8331078008963e-14,"101929074"
"57540",598.64348597082,1.78135824956171,0.256929360377367,6.93326074896743,4.11249165326035e-12,4.18623288290501e-11,"57540"
"374946",488.94479163829,-2.76954564209689,0.279337051519675,-9.91470922682745,3.5930112223476e-23,2.25954480178311e-21,"374946"
"5351",2339.69225720547,-2.00880067153849,0.158977680598414,-12.6357402119409,1.34125971020533e-36,8.41372216211801e-34,"5351"
"93190",55.5059610735144,-2.21076049127146,0.520481701809624,-4.24752778740353,2.16142363947295e-05,6.88254339614915e-05,"93190"
"10630",1800.54742134163,-4.8248795815993,0.327944542739507,-14.7124862676303,5.36012827893797e-49,2.68992677550223e-45,"10630"
"107984919",2.74721639921003,-3.33859017910944,0.479657864808494,-6.96035742151834,3.3941051289473e-12,3.50231512829307e-11,"107984919"
"101927417",13.0544829306909,-1.82755432247826,0.295978379947712,-6.17462100711922,6.63223690449771e-10,4.64979291443578e-09,"101927417"
"54751",373.794967371778,-3.13511695536967,0.265038160201074,-11.8289266458505,2.76656790066677e-32,7.97916342109547e-30,"54751"
"27129",72.1485280470728,-1.68621365048933,0.301753716021626,-5.58804601554097,2.29638802236668e-08,1.22597804802606e-07,"27129"
"1969",228.982351321241,-1.6306467733209,0.235445199634047,-6.92580174008822,4.33513244461411e-12,4.37382964617037e-11,"1969"
"128272",69.0408230685246,-1.54134513801609,0.243891623815564,-6.31979530048024,2.6191000427938e-10,1.9711595163102e-09,"128272"
"4237",96.2324928115075,-2.71489582726304,0.395877916615813,-6.85791177863996,6.98743855267775e-12,6.84076504735818e-11,"4237"
"105376806",20.2920283630844,-3.14096215741313,0.424914315225304,-7.39198950204274,1.44647949440472e-13,1.88741879737927e-12,"105376806"
"5320",348.555618955473,-7.76577646901291,0.726048400787255,-10.6959487282012,1.06325894596043e-26,1.14014074666834e-24,"5320"
"5322",183.659728667408,-2.44357233258774,0.385826068278185,-6.33335208139927,2.39891287871685e-10,1.81688867952801e-09,"5322"
"127733",119.875211751323,-1.56162790263409,0.42954509751453,-3.63553887978261,0.000277400150313915,0.000731301173742042,"127733"
"1889",2260.58735846144,-1.681442707291,0.157711019225598,-10.6615423294284,1.54021747059903e-26,1.61703501139208e-24,"1889"
"401944",320.730785999173,-2.80194775800807,0.276273446653413,-10.141936519593,3.59893283253038e-24,2.72823029105294e-22,"401944"
"3339",1928.8092235641,-2.54071168117439,0.255651179496514,-9.93819659341346,2.83920479136769e-23,1.81738078124995e-21,"3339"
