"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID"
"1293",2201.08991650717,-2.96930313350598,0.641932845206388,-4.62556660821946,3.73575723416601e-06,0.00587838381510723,"1293"
"112268460",74.6380576101659,-1.51485331400259,0.316974579451458,-4.77910031972951,1.76081326359151e-06,0.0047718625674479,"112268460"
"55915",2020.3977520527,-1.75723674991118,0.382850014161183,-4.5898829434844,4.43494650507933e-06,0.00639704075470151,"55915"
"100129845",83.2100349051239,-2.34229450092064,0.466640696173306,-5.01948184144388,5.18110425424442e-07,0.002152668061223,"100129845"
"5118",578.560574628807,-2.1920585459786,0.460454666049647,-4.76063922814553,1.92980749737913e-06,0.0047718625674479,"5118"
"112267876",148.266985960784,-5.33220972830007,0.87413856827094,-6.09995934494374,1.06095446358545e-09,1.83640608102006e-05,"112267876"
"25895",389.041036784701,-2.20901007333396,0.443192801864662,-4.98430945638086,6.21834901271883e-07,0.002152668061223,"25895"
"4193",3404.02892487233,-2.2083777782932,0.392105456529156,-5.63210162347994,1.78026723379284e-08,0.000154073227748601,"4193"
"290",257.408589785568,-2.02501201594456,0.433642003443207,-4.66977829607267,3.01524969433146e-06,0.00579899521768703,"290"
"869",121.646239208745,2.47135244467717,0.523199665237737,4.72353598229886,2.31778927308513e-06,0.00501482681597881,"869"
"1949",811.072270942287,1.64414215136649,0.355209503007677,4.62865474443951,3.68048788701195e-06,0.00587838381510723,"1949"
