"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID"
"5320",348.555618955473,-4.3522508709063,0.810302925351601,-5.37114051392299,1.75912083630031e-05,0.035179456867122,"5320"
"440730",604.343285238178,3.1610769904057,0.420132828733995,7.52399425660478,1.34621926454667e-07,0.00277132697799578,"440730"
"1293",2201.08991650717,-3.17632365766693,0.481920706265438,-6.59096738606918,3.15186686725784e-06,0.0104819562146953,"1293"
"3576",1318.42364612032,-3.25883217403992,0.561552574585006,-5.8032539098378,2.87946705308959e-05,0.0493972572957519,"3576"
"101060341",24.9824511097417,2.57529331965469,0.350859289864339,7.339960474327,3.56425208893749e-06,0.0104819562146953,"101060341"
"389558",163.006857736137,-3.25710433145916,0.459156268400343,-7.09367279860209,4.42182073598651e-07,0.00455138008355091,"389558"
"4837",709.833731770052,-2.99946478213582,0.439616814215011,-6.82290732553469,2.70534723597248e-06,0.0104819562146953,"4837"
"101927583",53.9483420955111,2.24045894595399,0.300952347832906,7.44456377259409,1.87979221576966e-05,0.035179456867122,"101927583"
"116986",2626.34150009724,2.51087444531763,0.363947864192496,6.89899486259822,1.65260962149511e-05,0.035179456867122,"116986"
"4060",948.498039777126,-3.15820474514149,0.458937658478344,-6.88155501471126,1.28428483977658e-06,0.00660957192791018,"4060"
"10631",2574.27759786138,-3.97873610249586,0.627033412273926,-6.34533347763247,1.01446043091613e-06,0.00660957192791018,"10631"
"3589",29.7477949480649,-2.68426483569143,0.390104952566311,-6.88087864056316,7.89153862570687e-06,0.0203069017686002,"3589"
