"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID"
"388585",139.004829604438,2.14087889162971,0.430765592962821,4.9699393976772,6.69738313281796e-07,9.58677368420989e-05,"388585"
"10630",1800.54742134163,-2.15308090521843,0.382579256786054,-5.62780356495513,1.82518769185605e-08,8.32683810255491e-06,"10630"
"107984919",2.74721639921003,-1.6270702632078,0.454467116515502,-3.58017159895505,0.000343368640573005,0.00574387061950523,"107984919"
"101927417",13.0544829306909,-1.54850083672424,0.340343121011716,-4.54982263816913,5.36911516469496e-06,0.000384919536321503,"101927417"
"5320",348.555618955473,-4.37908426979901,0.837640694401387,-5.22787908833452,1.71465578581844e-07,3.70897784291002e-05,"5320"
"5322",183.659728667408,-1.57569496681935,0.450200174531744,-3.49998746326175,0.000465280039740167,0.00694928973640492,"5322"
"3352",24.1764116022901,-1.98780490278134,0.456068354785128,-4.35856792501613,1.30916290945756e-05,0.000673145814018627,"3352"
"4985",136.72166151945,2.17917047013487,0.410910185039499,5.30327684607135,1.13742223918225e-07,2.82576225995655e-05,"4985"
"79570",351.778185854792,1.6170418939952,0.378595037833125,4.27116505078958,1.9445442043646e-05,0.000839004711653908,"79570"
"90853",987.996204985604,-1.58468190390981,0.453766963481673,-3.49228135021295,0.000478913508623242,0.0070770893747788,"90853"
"440585",29.2669926232065,-2.57792481535255,0.644440014193736,-4.00025566161935,6.32740881406933e-05,0.00186128185184792,"440585"
"63950",131.528407757843,-1.65690434415648,0.473746412061549,-3.49744990562845,0.000469728921535256,0.0069778959132776,"63950"
"200132",147.141428110337,-2.95126563270737,0.52360274292836,-5.63645945817966,1.73581876923304e-08,8.06577121436954e-06,"200132"
"9077",218.936663853252,-1.63624812002253,0.327959456040484,-4.98917805199843,6.06367391750894e-07,8.89764362211312e-05,"9077"
"105378842",34.4385907320265,-1.71448412044626,0.382785595910691,-4.47896717839475,7.50050641168854e-06,0.000479348499962844,"105378842"
"388646",24.4129536799575,-1.75045185309438,0.443160513257157,-3.94992739815387,7.81749020283087e-05,0.00213678065544044,"388646"
"101929814",17.6938633784743,2.15929871469993,0.592365536507762,3.64521327055906,0.000267170146115436,0.00489581236925638,"101929814"
"101927452",20.005312828516,2.17384493473222,0.599806971995088,3.62424085785722,0.000289811434998645,0.00515741030282696,"101927452"
"107985206",18.8567449629017,2.05644948363041,0.405611372934102,5.06999956326302,3.97816615084689e-07,6.46284488272668e-05,"107985206"
"112268276",25.1578729845446,-1.5468615296429,0.363612277542527,-4.25415098768767,2.0984367726186e-05,0.000879031310493252,"112268276"
"1999",28.7059969139004,-1.65318001197515,0.412355418948402,-4.00911431257803,6.0946909468296e-05,0.00182709659782375,"1999"
"59352",166.067984608509,-2.64456459744293,0.560569261983295,-4.71764111376078,2.38594901767294e-06,0.000216913886780614,"59352"
"101929388",5.18639302084797,-2.14814713175983,0.580007971793438,-3.70365104658401,0.000212518545451754,0.00421876213803435,"101929388"
"4608",103.939500348814,-2.38289591098275,0.546059277419826,-4.36380446138031,1.27819837574674e-05,0.000666630849982449,"4608"
"1116",28242.5214936864,-2.04717592076737,0.569540207981251,-3.5944361646101,0.000325094837372168,0.00553786806472671,"1116"
"2331",574.938281647437,-1.64610166816009,0.461807254686877,-3.5644777154404,0.000364581423039126,0.00598696143121581,"2331"
"1378",90.1166748261396,-1.67936882097587,0.447740587410899,-3.75076298239339,0.000176297290852856,0.00371111713261733,"1378"
"50486",142.095649953606,-1.97655347806958,0.484634012968043,-4.0784456418248,4.53377995660582e-05,0.00148902626532923,"50486"
"92749",94.4202050896973,-2.37483221372481,0.557421390742613,-4.26038945251274,2.04070999507889e-05,0.00086204537367878,"92749"
"339778",17.2721050853883,-2.13435875778942,0.551778494418491,-3.86814415454663,0.000109666829074516,0.00271913050902941,"339778"
"6869",182.824480998592,1.5342060270382,0.412095913295852,3.72293434013445,0.00019692074600319,0.00402045187852892,"6869"
